ESP32 38Pin,,,,Arduino,
Name,Pin Name,Pin,,PIN Name,Pin
-,SDA,21,,pH sensor (PO),A0
-,SCL,22,,,
,,,,,
Arduino,TX2,17,,TX ESP32,11
Arduino,RX2 ,16,,RX ESP32,10
,,,,,
Buzzer,-,27,,,
,,,,,
SD,CS,5,,,
SD,SCK/CLK,18,,,
SD,MISO,19,,,
SD,MOSI,23,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
